Method,N,Time
Force,1763,119
CIM,1764,44
Force,1764,126
CIM,1765,39
Force,1765,129
CIM,1766,30
Force,1766,118
CIM,1767,25
Force,1767,136
CIM,1768,29
Force,1768,129
CIM,1769,29
Force,1769,118
CIM,1770,31
Force,1770,136
CIM,1771,29
Force,1771,123
CIM,1772,35
Force,1772,118
CIM,1773,36
Force,1773,124
CIM,1774,29
Force,1774,127
CIM,1775,31
Force,1775,125
CIM,1776,29
Force,1776,142
CIM,1777,31
Force,1777,119
CIM,1778,29
Force,1778,126
CIM,1779,29
Force,1779,213
CIM,1780,31
Force,1780,138
CIM,1781,30
Force,1781,120
CIM,1782,30
Force,1782,139
CIM,1783,30
Force,1783,132
CIM,1784,35
Force,1784,122
CIM,1785,31
Force,1785,134
CIM,1786,32
Force,1786,129
CIM,1787,38
Force,1787,123
CIM,1788,33
Force,1788,137
CIM,1789,30
Force,1789,116
CIM,1790,33
Force,1790,150
CIM,1791,38
Force,1791,141
CIM,1792,31
Force,1792,128
CIM,1793,55
Force,1793,140
CIM,1794,32
Force,1794,147
CIM,1795,31
Force,1795,158
CIM,1796,45
Force,1796,142
CIM,1797,43
Force,1797,129
CIM,1798,35
Force,1798,159
CIM,1799,29
Force,1799,135
CIM,1800,38
Force,1800,139
CIM,1801,37
Force,1801,144
CIM,1802,29
Force,1802,182
CIM,1803,59
Force,1803,136
CIM,1804,31
Force,1804,125
CIM,1805,33
Force,1805,151
CIM,1806,30
Force,1806,132
CIM,1807,32
Force,1807,125
CIM,1808,30
Force,1808,142
CIM,1809,32
Force,1809,132
CIM,1810,31
Force,1810,129
CIM,1811,32
Force,1811,136
CIM,1812,31
Force,1812,133
CIM,1813,32
Force,1813,128
CIM,1814,30
Force,1814,125
CIM,1815,32
Force,1815,133
CIM,1816,36
Force,1816,129
CIM,1817,34
Force,1817,134
CIM,1818,32
Force,1818,127
CIM,1819,39
Force,1819,128
CIM,1820,31
Force,1820,133
CIM,1821,31
Force,1821,126
CIM,1822,38
Force,1822,127
CIM,1823,33
Force,1823,137
CIM,1824,34
Force,1824,136
CIM,1825,42
Force,1825,130
CIM,1826,30
Force,1826,143
CIM,1827,33
Force,1827,130
CIM,1828,43
Force,1828,129
CIM,1829,32
Force,1829,143
CIM,1830,33
Force,1830,136
CIM,1831,33
Force,1831,131
CIM,1832,32
Force,1832,141
CIM,1833,33
Force,1833,137
CIM,1834,32
Force,1834,132
CIM,1835,33
Force,1835,143
CIM,1836,33
Force,1836,137
CIM,1837,33
Force,1837,132
CIM,1838,33
Force,1838,138
CIM,1839,34
Force,1839,139
CIM,1840,33
Force,1840,133
CIM,1841,34
Force,1841,151
CIM,1842,33
Force,1842,137
CIM,1843,34
Force,1843,132
CIM,1844,50
Force,1844,134
CIM,1845,42
Force,1845,150
CIM,1846,33
Force,1846,147
CIM,1847,34
Force,1847,138
CIM,1848,31
Force,1848,149
CIM,1849,34
Force,1849,149
CIM,1850,35
Force,1850,140
CIM,1851,37
Force,1851,148
CIM,1852,35
Force,1852,154
CIM,1853,34
Force,1853,143
CIM,1854,33
Force,1854,133
CIM,1855,44
Force,1855,151
CIM,1856,38
Force,1856,145
CIM,1857,34
Force,1857,150
CIM,1858,34
Force,1858,141
CIM,1859,32
Force,1859,148
CIM,1860,36
Force,1860,148
CIM,1861,34
Force,1861,143
CIM,1862,37
Force,1862,127
CIM,1863,36
Force,1863,153
CIM,1864,36
Force,1864,140
CIM,1865,33
Force,1865,141
CIM,1866,30
Force,1866,159
CIM,1867,35
Force,1867,146
CIM,1868,36
Force,1868,138
CIM,1869,51
Force,1869,127
CIM,1870,35
Force,1870,146
CIM,1871,35
Force,1871,149
CIM,1872,36
Force,1872,141
CIM,1873,32
Force,1873,150
CIM,1874,36
Force,1874,160
CIM,1875,35
Force,1875,145
CIM,1876,35
Force,1876,124
CIM,1877,35
Force,1877,155
CIM,1878,36
Force,1878,153
CIM,1879,36
Force,1879,153
CIM,1880,38
Force,1880,151
CIM,1881,36
Force,1881,148
CIM,1882,37
Force,1882,159
CIM,1883,38
Force,1883,135
CIM,1884,45
Force,1884,148
CIM,1885,36
Force,1885,161
CIM,1886,36
Force,1886,151
CIM,1887,30
Force,1887,161
CIM,1888,38
Force,1888,141
CIM,1889,37
Force,1889,148
CIM,1890,36
Force,1890,146
CIM,1891,37
Force,1891,148
CIM,1892,37
Force,1892,142
CIM,1893,38
Force,1893,162
CIM,1894,34
Force,1894,152
CIM,1895,36
Force,1895,278
CIM,1896,36
Force,1896,149
CIM,1897,35
Force,1897,150
CIM,1898,47
Force,1898,149
CIM,1899,37
Force,1899,151
CIM,1900,39
Force,1900,167
CIM,1901,39
Force,1901,155
CIM,1902,37
Force,1902,143
CIM,1903,50
Force,1903,152
CIM,1904,31
Force,1904,170
CIM,1905,38
Force,1905,161
CIM,1906,38
Force,1906,153
CIM,1907,38
Force,1907,133
CIM,1908,37
Force,1908,163
CIM,1909,36
Force,1909,151
CIM,1910,38
Force,1910,156
CIM,1911,42
Force,1911,164
CIM,1912,49
Force,1912,149
CIM,1913,37
Force,1913,166
CIM,1914,39
Force,1914,169
CIM,1915,39
Force,1915,162
CIM,1916,40
Force,1916,149
CIM,1917,47
Force,1917,137
CIM,1918,37
Force,1918,166
CIM,1919,38
Force,1919,157
CIM,1920,37
Force,1920,150
CIM,1921,47
Force,1921,163
CIM,1922,39
Force,1922,151
CIM,1923,38
Force,1923,165
CIM,1924,37
Force,1924,169
CIM,1925,38
Force,1925,152
CIM,1926,57
Force,1926,149
CIM,1927,39
Force,1927,145
CIM,1928,40
Force,1928,166
CIM,1929,41
Force,1929,159
CIM,1930,41
Force,1930,152
CIM,1931,53
Force,1931,159
CIM,1932,38
Force,1932,160
CIM,1933,40
Force,1933,172
CIM,1934,43
Force,1934,171
CIM,1935,41
Force,1935,175
CIM,1936,39
Force,1936,154
CIM,1937,56
Force,1937,135
CIM,1938,39
Force,1938,172
CIM,1939,40
Force,1939,162
CIM,1940,39
Force,1940,173
CIM,1941,40
Force,1941,153
CIM,1942,47
Force,1942,152
CIM,1943,39
Force,1943,173
CIM,1944,32
Force,1944,162
CIM,1945,40
Force,1945,169
CIM,1946,40
Force,1946,158
CIM,1947,42
Force,1947,165
CIM,1948,48
Force,1948,163
CIM,1949,42
Force,1949,161
CIM,1950,40
Force,1950,158
CIM,1951,41
Force,1951,168
CIM,1952,40
Force,1952,152
CIM,1953,56
Force,1953,150
CIM,1954,42
Force,1954,167
CIM,1955,41
Force,1955,174
CIM,1956,41
Force,1956,162
CIM,1957,41
Force,1957,170
CIM,1958,46
Force,1958,156
CIM,1959,48
Force,1959,156
CIM,1960,33
Force,1960,188
CIM,1961,42
Force,1961,188
CIM,1962,41
Force,1962,179
CIM,1963,41
Force,1963,170
CIM,1964,43
Force,1964,172
CIM,1965,49
Force,1965,160
CIM,1966,48
Force,1966,140
CIM,1967,43
Force,1967,178
CIM,1968,42
Force,1968,170
CIM,1969,55
Force,1969,167
CIM,1970,43
Force,1970,165
CIM,1971,42
Force,1971,161
CIM,1972,59
Force,1972,172
CIM,1973,55
Force,1973,170
CIM,1974,42
Force,1974,181
CIM,1975,42
Force,1975,172
CIM,1976,36
Force,1976,189
CIM,1977,44
Force,1977,166
CIM,1978,42
Force,1978,178
CIM,1979,36
Force,1979,180
CIM,1980,42
Force,1980,164
CIM,1981,50
Force,1981,172
CIM,1982,45
Force,1982,180
CIM,1983,44
Force,1983,183
CIM,1984,44
Force,1984,175
CIM,1985,44
Force,1985,176
CIM,1986,41
Force,1986,175
CIM,1987,44
Force,1987,167
CIM,1988,58
Force,1988,148
CIM,1989,51
Force,1989,168
CIM,1990,43
Force,1990,185
CIM,1991,44
Force,1991,155
CIM,1992,44
Force,1992,185
CIM,1993,44
Force,1993,171
CIM,1994,45
Force,1994,156
CIM,1995,55
Force,1995,169
CIM,1996,51
Force,1996,166
CIM,1997,46
Force,1997,179
CIM,1998,43
Force,1998,175
CIM,1999,43
Force,1999,182
CIM,2000,44
Force,2000,176
CIM,2001,50
Force,2001,182
CIM,2002,44
Force,2002,174
CIM,2003,45
Force,2003,182
CIM,2004,54
Force,2004,171
CIM,2005,50
Force,2005,177
CIM,2006,52
Force,2006,188
CIM,2007,53
Force,2007,174
CIM,2008,44
Force,2008,187
CIM,2009,43
Force,2009,173
CIM,2010,46
Force,2010,297
CIM,2011,51
Force,2011,171
CIM,2012,46
Force,2012,181
CIM,2013,37
Force,2013,185
CIM,2014,45
Force,2014,187
CIM,2015,46
Force,2015,178
CIM,2016,36
Force,2016,193
CIM,2017,46
Force,2017,192
CIM,2018,45
Force,2018,186
CIM,2019,35
Force,2019,186
CIM,2020,46
Force,2020,177
CIM,2021,57
Force,2021,175
CIM,2022,41
Force,2022,186
CIM,2023,55
Force,2023,188
CIM,2024,51
Force,2024,175
CIM,2025,36
Force,2025,203
CIM,2026,47
Force,2026,183
CIM,2027,48
Force,2027,193
CIM,2028,37
Force,2028,189
CIM,2029,47
Force,2029,189
CIM,2030,52
Force,2030,186
CIM,2031,38
Force,2031,202
CIM,2032,47
Force,2032,185
CIM,2033,50
Force,2033,190
CIM,2034,43
Force,2034,190
CIM,2035,47
Force,2035,181
CIM,2036,59
Force,2036,180
CIM,2037,41
Force,2037,184
CIM,2038,63
Force,2038,183
CIM,2039,55
Force,2039,182
CIM,2040,45
Force,2040,204
CIM,2041,54
Force,2041,176
CIM,2042,47
Force,2042,202
CIM,2043,39
Force,2043,199
CIM,2044,47
Force,2044,195
CIM,2045,48
Force,2045,186
CIM,2046,39
Force,2046,200
CIM,2047,46
Force,2047,184
CIM,2048,45
Force,2048,199
CIM,2049,37
Force,2049,193
CIM,2050,47
Force,2050,192
CIM,2051,48
Force,2051,188
CIM,2052,38
Force,2052,207
CIM,2053,47
Force,2053,189
CIM,2054,47
Force,2054,192
CIM,2055,38
Force,2055,194
CIM,2056,50
Force,2056,185
CIM,2057,61
Force,2057,185
CIM,2058,39
Force,2058,191
CIM,2059,63
Force,2059,186
CIM,2060,52
Force,2060,177
CIM,2061,59
Force,2061,198
CIM,2062,54
Force,2062,182
CIM,2063,61
Force,2063,199
CIM,2064,57
Force,2064,183
CIM,2065,63
Force,2065,197
CIM,2066,59
Force,2066,172
CIM,2067,57
Force,2067,194
CIM,2068,59
Force,2068,185
CIM,2069,56
Force,2069,181
CIM,2070,52
Force,2070,192
CIM,2071,53
Force,2071,203
CIM,2072,55
Force,2072,195
CIM,2073,56
Force,2073,213
CIM,2074,54
Force,2074,186
CIM,2075,49
Force,2075,208
CIM,2076,58
Force,2076,184
CIM,2077,56
Force,2077,200
CIM,2078,45
Force,2078,196
CIM,2079,56
Force,2079,214
CIM,2080,60
Force,2080,187
CIM,2081,50
Force,2081,213
CIM,2082,60
Force,2082,187
CIM,2083,77
Force,2083,195
CIM,2084,55
Force,2084,203
CIM,2085,61
Force,2085,197
CIM,2086,50
Force,2086,182
CIM,2087,58
Force,2087,197
CIM,2088,50
Force,2088,192
CIM,2089,62
Force,2089,170
CIM,2090,63
Force,2090,193
CIM,2091,62
Force,2091,199
CIM,2092,56
Force,2092,209
CIM,2093,64
Force,2093,199
CIM,2094,53
Force,2094,201
CIM,2095,46
Force,2095,213
CIM,2096,51
Force,2096,202
CIM,2097,57
Force,2097,200
CIM,2098,44
Force,2098,213
CIM,2099,53
Force,2099,203
CIM,2100,55
Force,2100,211
CIM,2101,52
Force,2101,202
CIM,2102,54
Force,2102,207
CIM,2103,55
Force,2103,170
CIM,2104,55
Force,2104,211
CIM,2105,60
Force,2105,202
CIM,2106,57
Force,2106,218
CIM,2107,55
Force,2107,203
CIM,2108,52
Force,2108,211
CIM,2109,40
Force,2109,212
CIM,2110,53
Force,2110,211
CIM,2111,54
Force,2111,202
CIM,2112,53
Force,2112,224
CIM,2113,60
Force,2113,204
CIM,2114,67
Force,2114,182
CIM,2115,68
Force,2115,199
CIM,2116,67
Force,2116,208
CIM,2117,52
Force,2117,190
CIM,2118,63
Force,2118,208
CIM,2119,52
Force,2119,204
CIM,2120,49
Force,2120,220
CIM,2121,53
Force,2121,208
CIM,2122,55
Force,2122,207
CIM,2123,53
Force,2123,223
CIM,2124,56
Force,2124,207
CIM,2125,56
Force,2125,191
CIM,2126,56
Force,2126,199
CIM,2127,55
Force,2127,217
CIM,2128,60
Force,2128,215
CIM,2129,54
Force,2129,214
CIM,2130,53
Force,2130,202
CIM,2131,40
Force,2131,224
CIM,2132,61
Force,2132,202
CIM,2133,62
Force,2133,217
CIM,2134,64
Force,2134,204
CIM,2135,63
Force,2135,217
CIM,2136,56
Force,2136,194
CIM,2137,68
Force,2137,213
CIM,2138,55
Force,2138,213
CIM,2139,42
Force,2139,228
CIM,2140,57
Force,2140,219
CIM,2141,60
Force,2141,222
CIM,2142,57
Force,2142,224
CIM,2143,66
Force,2143,204
CIM,2144,70
Force,2144,186
CIM,2145,63
Force,2145,251
CIM,2146,61
Force,2146,212
CIM,2147,44
Force,2147,224
CIM,2148,58
Force,2148,209
CIM,2149,56
Force,2149,225
CIM,2150,64
Force,2150,215
CIM,2151,57
Force,2151,347
CIM,2152,57
Force,2152,208
CIM,2153,68
Force,2153,213
CIM,2154,57
Force,2154,220
CIM,2155,43
Force,2155,232
CIM,2156,58
Force,2156,227
CIM,2157,63
Force,2157,199
CIM,2158,66
Force,2158,245
CIM,2159,60
Force,2159,266
CIM,2160,62
Force,2160,219
CIM,2161,57
Force,2161,220
CIM,2162,57
Force,2162,215
CIM,2163,42
Force,2163,245
CIM,2164,81
Force,2164,213
CIM,2165,66
Force,2165,196
CIM,2166,57
Force,2166,215
CIM,2167,66
Force,2167,220
CIM,2168,59
Force,2168,238
CIM,2169,60
Force,2169,216
CIM,2170,57
Force,2170,229
CIM,2171,59
Force,2171,225
CIM,2172,72
Force,2172,219
CIM,2173,60
Force,2173,188
CIM,2174,63
Force,2174,221
CIM,2175,57
Force,2175,219
CIM,2176,45
Force,2176,233
CIM,2177,57
Force,2177,228
CIM,2178,65
Force,2178,211
CIM,2179,63
Force,2179,224
CIM,2180,69
Force,2180,212
CIM,2181,68
Force,2181,242
CIM,2182,60
Force,2182,225
CIM,2183,60
Force,2183,222
CIM,2184,62
Force,2184,233
CIM,2185,62
Force,2185,220
CIM,2186,67
Force,2186,198
CIM,2187,68
Force,2187,223
CIM,2188,69
Force,2188,230
CIM,2189,48
Force,2189,233
CIM,2190,64
Force,2190,226
CIM,2191,60
Force,2191,207
CIM,2192,65
Force,2192,227
CIM,2193,65
Force,2193,230
CIM,2194,55
Force,2194,238
CIM,2195,68
Force,2195,230
CIM,2196,62
Force,2196,217
CIM,2197,61
Force,2197,229
CIM,2198,59
Force,2198,240
CIM,2199,64
Force,2199,239
CIM,2200,73
Force,2200,231
CIM,2201,61
Force,2201,239
CIM,2202,65
Force,2202,228
CIM,2203,62
Force,2203,229
CIM,2204,74
Force,2204,237
CIM,2205,72
Force,2205,228
CIM,2206,65
Force,2206,232
CIM,2207,58
Force,2207,252
CIM,2208,61
Force,2208,235
CIM,2209,69
Force,2209,197
CIM,2210,74
Force,2210,232
CIM,2211,62
Force,2211,233
CIM,2212,57
Force,2212,243
CIM,2213,63
Force,2213,232
CIM,2214,67
Force,2214,195
CIM,2215,66
Force,2215,229
CIM,2216,70
Force,2216,230
CIM,2217,52
Force,2217,241
CIM,2218,65
Force,2218,249
CIM,2219,67
Force,2219,197
CIM,2220,64
Force,2220,237
CIM,2221,72
Force,2221,219
CIM,2222,57
Force,2222,240
CIM,2223,65
Force,2223,233
CIM,2224,66
Force,2224,199
CIM,2225,72
Force,2225,235
CIM,2226,68
Force,2226,232
CIM,2227,54
Force,2227,249
CIM,2228,64
Force,2228,245
CIM,2229,71
Force,2229,202
CIM,2230,64
Force,2230,237
CIM,2231,69
Force,2231,233
CIM,2232,58
Force,2232,255
CIM,2233,65
Force,2233,235
CIM,2234,70
Force,2234,211
CIM,2235,65
Force,2235,243
CIM,2236,69
Force,2236,237
CIM,2237,63
Force,2237,254
CIM,2238,66
Force,2238,243
CIM,2239,72
Force,2239,224
CIM,2240,68
Force,2240,245
CIM,2241,74
Force,2241,243
CIM,2242,81
Force,2242,247
CIM,2243,64
Force,2243,240
CIM,2244,69
Force,2244,240
CIM,2245,74
Force,2245,245
CIM,2246,70
Force,2246,243
CIM,2247,67
Force,2247,238
CIM,2248,65
Force,2248,257
CIM,2249,60
Force,2249,371
CIM,2250,68
Force,2250,238
CIM,2251,74
Force,2251,214
CIM,2252,70
Force,2252,241
CIM,2253,69
Force,2253,241
CIM,2254,50
Force,2254,267
CIM,2255,72
Force,2255,235
CIM,2256,82
Force,2256,213
CIM,2257,71
Force,2257,257
CIM,2258,70
Force,2258,252
CIM,2259,73
Force,2259,263
CIM,2260,65
Force,2260,246
CIM,2261,76
Force,2261,260
CIM,2262,66
Force,2262,245
CIM,2263,73
Force,2263,225
CIM,2264,74
Force,2264,247
CIM,2265,71
Force,2265,242
CIM,2266,50
Force,2266,257
CIM,2267,79
Force,2267,243
CIM,2268,66
Force,2268,213
CIM,2269,73
Force,2269,258
CIM,2270,68
Force,2270,254
CIM,2271,69
Force,2271,261
CIM,2272,72
Force,2272,252
CIM,2273,73
Force,2273,273
CIM,2274,82
Force,2274,253
CIM,2275,72
Force,2275,223
CIM,2276,67
Force,2276,261
CIM,2277,78
Force,2277,248
CIM,2278,55
Force,2278,260
CIM,2279,71
Force,2279,256
CIM,2280,72
Force,2280,220
CIM,2281,80
Force,2281,264
CIM,2282,69
Force,2282,262
CIM,2283,73
Force,2283,248
CIM,2284,79
Force,2284,252
CIM,2285,51
Force,2285,270
CIM,2286,78
Force,2286,257
CIM,2287,77
Force,2287,216
CIM,2288,79
Force,2288,255
CIM,2289,71
Force,2289,265
CIM,2290,74
Force,2290,266
CIM,2291,78
Force,2291,262
CIM,2292,52
Force,2292,276
CIM,2293,109
Force,2293,349
CIM,2294,101
Force,2294,288
CIM,2295,74
Force,2295,259
CIM,2296,73
Force,2296,254
CIM,2297,73
Force,2297,272
CIM,2298,71
Force,2298,259
CIM,2299,58
Force,2299,379
CIM,2300,80
Force,2300,262
CIM,2301,73
Force,2301,243
CIM,2302,83
Force,2302,256
CIM,2303,79
Force,2303,236
CIM,2304,74
Force,2304,267
CIM,2305,79
Force,2305,259
CIM,2306,60
Force,2306,275
CIM,2307,75
Force,2307,264
CIM,2308,83
Force,2308,277
CIM,2309,77
Force,2309,267
CIM,2310,74
Force,2310,229
CIM,2311,88
Force,2311,267
CIM,2312,77
Force,2312,265
CIM,2313,64
Force,2313,286
CIM,2314,75
Force,2314,263
CIM,2315,69
Force,2315,278
CIM,2316,86
Force,2316,273
CIM,2317,78
Force,2317,228
CIM,2318,81
Force,2318,259
CIM,2319,85
Force,2319,276
CIM,2320,81
Force,2320,272
CIM,2321,83
Force,2321,265
CIM,2322,58
Force,2322,274
CIM,2323,74
Force,2323,272
CIM,2324,84
Force,2324,270
CIM,2325,77
Force,2325,266
CIM,2326,73
Force,2326,230
CIM,2327,86
Force,2327,266
CIM,2328,77
Force,2328,266
CIM,2329,72
Force,2329,302
CIM,2330,74
Force,2330,269
CIM,2331,57
Force,2331,281
CIM,2332,83
Force,2332,272
CIM,2333,76
Force,2333,239
CIM,2334,76
Force,2334,270
CIM,2335,92
Force,2335,249
CIM,2336,76
Force,2336,275
CIM,2337,78
Force,2337,280
CIM,2338,71
Force,2338,281
CIM,2339,77
Force,2339,271
CIM,2340,70
Force,2340,284
CIM,2341,84
Force,2341,272
CIM,2342,81
Force,2342,236
CIM,2343,79
Force,2343,270
CIM,2344,83
Force,2344,239
CIM,2345,79
Force,2345,274
CIM,2346,80
Force,2346,281
CIM,2347,91
Force,2347,288
CIM,2348,84
Force,2348,271
CIM,2349,56
Force,2349,304
CIM,2350,84
Force,2350,274
CIM,2351,79
Force,2351,258
CIM,2352,80
Force,2352,276
CIM,2353,77
Force,2353,230
CIM,2354,80
Force,2354,273
CIM,2355,85
Force,2355,293
CIM,2356,79
Force,2356,274
CIM,2357,85
Force,2357,272
CIM,2358,62
Force,2358,298
CIM,2359,79
Force,2359,287
CIM,2360,71
Force,2360,296
CIM,2361,85
Force,2361,278
CIM,2362,97
Force,2362,242
CIM,2363,81
Force,2363,285
CIM,2364,92
Force,2364,237
CIM,2365,95
Force,2365,277
CIM,2366,79
Force,2366,300
CIM,2367,84
Force,2367,289
CIM,2368,87
Force,2368,280
CIM,2369,68
Force,2369,299
CIM,2370,80
Force,2370,291
CIM,2371,64
Force,2371,289
CIM,2372,86
Force,2372,278
CIM,2373,97
Force,2373,268
CIM,2374,83
Force,2374,283
CIM,2375,94
Force,2375,230
CIM,2376,90
Force,2376,271
CIM,2377,86
Force,2377,264
CIM,2378,89
Force,2378,281
CIM,2379,78
Force,2379,278
CIM,2380,91
Force,2380,293
CIM,2381,84
Force,2381,280
CIM,2382,63
Force,2382,303
CIM,2383,84
Force,2383,277
CIM,2384,81
Force,2384,299
CIM,2385,83
Force,2385,279
CIM,2386,94
Force,2386,248
CIM,2387,92
Force,2387,279
CIM,2388,83
Force,2388,239
CIM,2389,92
Force,2389,280
CIM,2390,82
Force,2390,257
CIM,2391,90
Force,2391,302
CIM,2392,85
Force,2392,309
CIM,2393,101
Force,2393,290
CIM,2394,85
Force,2394,281
CIM,2395,80
Force,2395,296
CIM,2396,83
Force,2396,286
CIM,2397,66
Force,2397,303
CIM,2398,84
Force,2398,282
CIM,2399,82
Force,2399,330
CIM,2400,83
Force,2400,290
CIM,2401,93
Force,2401,278
CIM,2402,91
Force,2402,292
CIM,2403,93
Force,2403,242
CIM,2404,84
Force,2404,306
CIM,2405,98
Force,2405,251
CIM,2406,88
Force,2406,301
CIM,2407,94
Force,2407,273
CIM,2408,86
Force,2408,298
CIM,2409,96
Force,2409,302
CIM,2410,91
Force,2410,303
CIM,2411,92
Force,2411,283
CIM,2412,75
Force,2412,311
CIM,2413,86
Force,2413,300
CIM,2414,57
Force,2414,314
CIM,2415,94
Force,2415,292
CIM,2416,65
Force,2416,317
CIM,2417,87
Force,2417,296
CIM,2418,104
Force,2418,313
CIM,2419,88
Force,2419,299
CIM,2420,98
Force,2420,283
CIM,2421,88
Force,2421,307
CIM,2422,87
Force,2422,251
CIM,2423,95
Force,2423,308
CIM,2424,95
Force,2424,241
CIM,2425,87
Force,2425,304
CIM,2426,97
Force,2426,251
CIM,2427,88
Force,2427,298
CIM,2428,97
Force,2428,268
CIM,2429,87
Force,2429,298
CIM,2430,98
Force,2430,282
CIM,2431,88
Force,2431,307
CIM,2432,96
Force,2432,295
CIM,2433,91
Force,2433,319
CIM,2434,212
Force,2434,300
CIM,2435,92
Force,2435,319
CIM,2436,100
Force,2436,303
CIM,2437,65
Force,2437,318
CIM,2438,96
Force,2438,304
CIM,2439,61
Force,2439,325
CIM,2440,93
Force,2440,305
CIM,2441,77
Force,2441,322
CIM,2442,90
Force,2442,302
CIM,2443,90
Force,2443,319
CIM,2444,90
Force,2444,312
CIM,2445,97
Force,2445,332
CIM,2446,106
Force,2446,320
CIM,2447,107
Force,2447,293
CIM,2448,99
Force,2448,303
CIM,2449,102
Force,2449,270
CIM,2450,90
Force,2450,315
CIM,2451,101
Force,2451,263
CIM,2452,90
Force,2452,298
CIM,2453,104
Force,2453,263
CIM,2454,89
Force,2454,305
CIM,2455,94
Force,2455,258
CIM,2456,92
Force,2456,304
CIM,2457,104
Force,2457,292
CIM,2458,102
Force,2458,317
CIM,2459,101
Force,2459,267
CIM,2460,98
Force,2460,311
CIM,2461,96
Force,2461,265
CIM,2462,106
Force,2462,304
CIM,2463,92
Force,2463,269
CIM,2464,108
Force,2464,338
CIM,2465,101
Force,2465,259
CIM,2466,105
Force,2466,322
CIM,2467,109
Force,2467,260
CIM,2468,97
Force,2468,330
CIM,2469,101
Force,2469,278
CIM,2470,95
Force,2470,311
CIM,2471,104
Force,2471,264
CIM,2472,97
Force,2472,314
CIM,2473,98
Force,2473,270
CIM,2474,108
Force,2474,311
CIM,2475,95
Force,2475,266
CIM,2476,109
Force,2476,348
CIM,2477,113
Force,2477,278
CIM,2478,97
Force,2478,391
CIM,2479,140
Force,2479,293
CIM,2480,104
Force,2480,328
CIM,2481,105
Force,2481,286
CIM,2482,95
Force,2482,314
CIM,2483,113
Force,2483,294
CIM,2484,97
Force,2484,327
CIM,2485,101
Force,2485,302
CIM,2486,112
Force,2486,313
CIM,2487,98
Force,2487,321
CIM,2488,99
Force,2488,316
CIM,2489,108
Force,2489,328
CIM,2490,100
Force,2490,326
CIM,2491,96
Force,2491,337
CIM,2492,101
Force,2492,321
CIM,2493,111
Force,2493,357
CIM,2494,103
Force,2494,336
CIM,2495,99
Force,2495,378
CIM,2496,98
Force,2496,328
CIM,2497,98
Force,2497,355
CIM,2498,107
Force,2498,320
CIM,2499,85
Force,2499,354
CIM,2500,96
Force,2500,330
CIM,2501,82
Force,2501,342
CIM,2502,110
Force,2502,327
CIM,2503,74
Force,2503,346
CIM,2504,106
Force,2504,322
CIM,2505,77
Force,2505,338
CIM,2506,97
Force,2506,332
CIM,2507,71
Force,2507,337
CIM,2508,110
Force,2508,330
CIM,2509,71
Force,2509,360
CIM,2510,95
Force,2510,333
CIM,2511,72
Force,2511,344
CIM,2512,107
Force,2512,324
CIM,2513,70
Force,2513,356
CIM,2514,104
Force,2514,330
CIM,2515,74
Force,2515,345
CIM,2516,100
Force,2516,333
CIM,2517,66
Force,2517,358
CIM,2518,109
Force,2518,327
CIM,2519,75
Force,2519,355
CIM,2520,102
Force,2520,339
CIM,2521,73
Force,2521,334
CIM,2522,110
Force,2522,326
CIM,2523,82
Force,2523,403
CIM,2524,106
Force,2524,334
CIM,2525,85
Force,2525,350
CIM,2526,111
Force,2526,324
CIM,2527,111
Force,2527,351
CIM,2528,108
Force,2528,340
CIM,2529,104
Force,2529,358
CIM,2530,102
Force,2530,357
CIM,2531,107
Force,2531,341
CIM,2532,115
Force,2532,294
CIM,2533,106
Force,2533,348
CIM,2534,103
Force,2534,272
CIM,2535,116
Force,2535,335
CIM,2536,111
Force,2536,300
CIM,2537,105
Force,2537,342
CIM,2538,109
Force,2538,342
CIM,2539,117
Force,2539,342
CIM,2540,100
Force,2540,356
CIM,2541,111
Force,2541,346
CIM,2542,76
Force,2542,359
CIM,2543,110
Force,2543,345
CIM,2544,72
Force,2544,349
CIM,2545,109
Force,2545,350
CIM,2546,69
Force,2546,371
CIM,2547,104
Force,2547,345
CIM,2548,80
Force,2548,354
CIM,2549,115
Force,2549,347
CIM,2550,101
Force,2550,358
CIM,2551,103
Force,2551,352
CIM,2552,112
Force,2552,349
CIM,2553,111
Force,2553,287
CIM,2554,116
Force,2554,343
CIM,2555,106
Force,2555,286
CIM,2556,110
Force,2556,353
CIM,2557,117
Force,2557,356
CIM,2558,114
Force,2558,353
CIM,2559,95
Force,2559,358
CIM,2560,108
Force,2560,338
CIM,2561,67
Force,2561,371
CIM,2562,114
Force,2562,341
CIM,2563,79
Force,2563,365
CIM,2564,116
Force,2564,350
CIM,2565,96
Force,2565,379
CIM,2566,111
Force,2566,350
CIM,2567,215
Force,2567,350
CIM,2568,114
Force,2568,298
CIM,2569,109
Force,2569,359
CIM,2570,113
Force,2570,308
CIM,2571,117
Force,2571,349
CIM,2572,110
Force,2572,370
CIM,2573,112
Force,2573,346
CIM,2574,75
Force,2574,388
CIM,2575,112
Force,2575,357
CIM,2576,73
Force,2576,376
CIM,2577,117
Force,2577,339
CIM,2578,103
Force,2578,359
CIM,2579,115
Force,2579,355
CIM,2580,125
Force,2580,352
CIM,2581,114
Force,2581,296
CIM,2582,119
Force,2582,356
CIM,2583,120
Force,2583,332
CIM,2584,123
Force,2584,348
CIM,2585,97
Force,2585,501
CIM,2586,120
