Method,N,Time
Force,1763,48
CIM,1764,29
Force,1764,48
CIM,1765,28
Force,1765,42
CIM,1766,30
Force,1766,50
CIM,1767,30
Force,1767,43
CIM,1768,28
Force,1768,44
CIM,1769,29
Force,1769,43
CIM,1770,30
Force,1770,43
CIM,1771,35
Force,1771,44
CIM,1772,30
Force,1772,47
CIM,1773,32
Force,1773,44
CIM,1774,31
Force,1774,45
CIM,1775,30
Force,1775,44
CIM,1776,30
Force,1776,44
CIM,1777,27
Force,1777,53
CIM,1778,30
Force,1778,43
CIM,1779,30
Force,1779,49
CIM,1780,30
Force,1780,44
CIM,1781,30
Force,1781,44
CIM,1782,28
Force,1782,46
CIM,1783,30
Force,1783,46
CIM,1784,36
Force,1784,46
CIM,1785,37
Force,1785,53
CIM,1786,37
Force,1786,50
CIM,1787,35
Force,1787,50
CIM,1788,34
Force,1788,49
CIM,1789,33
Force,1789,46
CIM,1790,37
Force,1790,48
CIM,1791,32
Force,1791,64
CIM,1792,43
Force,1792,95
CIM,1793,81
Force,1793,47
CIM,1794,36
Force,1794,62
CIM,1795,43
Force,1795,103
CIM,1796,36
Force,1796,49
CIM,1797,37
Force,1797,47
CIM,1798,33
Force,1798,45
CIM,1799,31
Force,1799,50
CIM,1800,38
Force,1800,52
CIM,1801,31
Force,1801,47
CIM,1802,31
Force,1802,48
CIM,1803,28
Force,1803,48
CIM,1804,32
Force,1804,45
CIM,1805,33
Force,1805,49
CIM,1806,49
Force,1806,51
CIM,1807,40
Force,1807,55
CIM,1808,30
Force,1808,54
CIM,1809,34
Force,1809,49
CIM,1810,32
Force,1810,46
CIM,1811,32
Force,1811,76
CIM,1812,44
Force,1812,79
CIM,1813,29
Force,1813,53
CIM,1814,31
Force,1814,53
CIM,1815,35
Force,1815,71
CIM,1816,38
Force,1816,64
CIM,1817,37
Force,1817,53
CIM,1818,29
Force,1818,51
CIM,1819,36
Force,1819,47
CIM,1820,32
Force,1820,47
CIM,1821,54
Force,1821,76
CIM,1822,65
Force,1822,50
CIM,1823,27
Force,1823,50
CIM,1824,38
Force,1824,47
CIM,1825,121
Force,1825,187
CIM,1826,99
Force,1826,59
CIM,1827,33
Force,1827,46
CIM,1828,27
Force,1828,49
CIM,1829,31
Force,1829,48
CIM,1830,45
Force,1830,49
CIM,1831,33
Force,1831,55
CIM,1832,36
Force,1832,56
CIM,1833,33
Force,1833,55
CIM,1834,33
Force,1834,47
CIM,1835,33
Force,1835,56
CIM,1836,34
Force,1836,51
CIM,1837,39
Force,1837,63
CIM,1838,37
Force,1838,61
CIM,1839,41
Force,1839,51
CIM,1840,38
Force,1840,59
CIM,1841,46
Force,1841,49
CIM,1842,34
Force,1842,53
CIM,1843,37
Force,1843,62
CIM,1844,47
Force,1844,61
CIM,1845,39
Force,1845,52
CIM,1846,52
Force,1846,56
CIM,1847,41
Force,1847,56
CIM,1848,40
Force,1848,62
CIM,1849,37
Force,1849,56
CIM,1850,42
Force,1850,59
CIM,1851,51
Force,1851,56
CIM,1852,40
Force,1852,63
CIM,1853,36
Force,1853,52
CIM,1854,40
Force,1854,57
CIM,1855,41
Force,1855,58
CIM,1856,50
Force,1856,58
CIM,1857,40
Force,1857,57
CIM,1858,34
Force,1858,51
CIM,1859,36
Force,1859,59
CIM,1860,47
Force,1860,60
CIM,1861,45
Force,1861,53
CIM,1862,32
Force,1862,64
CIM,1863,44
Force,1863,59
CIM,1864,35
Force,1864,50
CIM,1865,36
Force,1865,51
CIM,1866,39
Force,1866,67
CIM,1867,34
Force,1867,64
CIM,1868,40
Force,1868,60
CIM,1869,42
Force,1869,54
CIM,1870,35
Force,1870,50
CIM,1871,40
Force,1871,67
CIM,1872,41
Force,1872,54
CIM,1873,41
Force,1873,59
CIM,1874,40
Force,1874,54
CIM,1875,38
Force,1875,54
CIM,1876,32
Force,1876,69
CIM,1877,44
Force,1877,56
CIM,1878,42
Force,1878,54
CIM,1879,35
Force,1879,50
CIM,1880,35
Force,1880,50
CIM,1881,30
Force,1881,54
CIM,1882,43
Force,1882,63
CIM,1883,36
Force,1883,51
CIM,1884,36
Force,1884,51
CIM,1885,36
Force,1885,59
CIM,1886,37
Force,1886,50
CIM,1887,39
Force,1887,56
CIM,1888,37
Force,1888,51
CIM,1889,36
Force,1889,51
CIM,1890,31
Force,1890,54
CIM,1891,37
Force,1891,52
CIM,1892,35
Force,1892,51
CIM,1893,43
Force,1893,52
CIM,1894,37
Force,1894,55
CIM,1895,35
Force,1895,54
CIM,1896,35
Force,1896,52
CIM,1897,37
Force,1897,51
CIM,1898,36
Force,1898,58
CIM,1899,38
Force,1899,57
CIM,1900,36
Force,1900,53
CIM,1901,43
Force,1901,56
CIM,1902,37
Force,1902,51
CIM,1903,36
Force,1903,51
CIM,1904,37
Force,1904,56
CIM,1905,38
Force,1905,52
CIM,1906,37
Force,1906,55
CIM,1907,38
Force,1907,52
CIM,1908,38
Force,1908,60
CIM,1909,38
Force,1909,59
CIM,1910,37
Force,1910,52
CIM,1911,37
Force,1911,52
CIM,1912,39
Force,1912,52
CIM,1913,30
Force,1913,55
CIM,1914,38
Force,1914,52
CIM,1915,43
Force,1915,53
CIM,1916,38
Force,1916,52
CIM,1917,37
Force,1917,63
CIM,1918,38
Force,1918,52
CIM,1919,38
Force,1919,53
CIM,1920,39
Force,1920,58
CIM,1921,39
Force,1921,55
CIM,1922,31
Force,1922,60
CIM,1923,39
Force,1923,53
CIM,1924,38
Force,1924,53
CIM,1925,38
Force,1925,59
CIM,1926,41
Force,1926,60
CIM,1927,39
Force,1927,53
CIM,1928,42
Force,1928,53
CIM,1929,37
Force,1929,54
CIM,1930,39
Force,1930,54
CIM,1931,38
Force,1931,58
CIM,1932,39
Force,1932,53
CIM,1933,41
Force,1933,57
CIM,1934,39
Force,1934,53
CIM,1935,38
Force,1935,58
CIM,1936,44
Force,1936,54
CIM,1937,40
Force,1937,55
CIM,1938,39
Force,1938,57
CIM,1939,40
Force,1939,54
CIM,1940,37
Force,1940,56
CIM,1941,40
Force,1941,62
CIM,1942,40
Force,1942,54
CIM,1943,39
Force,1943,58
CIM,1944,35
Force,1944,58
CIM,1945,39
Force,1945,54
CIM,1946,40
Force,1946,63
CIM,1947,39
Force,1947,55
CIM,1948,40
Force,1948,64
CIM,1949,41
Force,1949,54
CIM,1950,39
Force,1950,56
CIM,1951,42
Force,1951,62
CIM,1952,41
Force,1952,55
CIM,1953,33
Force,1953,58
CIM,1954,43
Force,1954,55
CIM,1955,41
Force,1955,54
CIM,1956,43
Force,1956,62
CIM,1957,37
Force,1957,59
CIM,1958,42
Force,1958,55
CIM,1959,44
Force,1959,56
CIM,1960,41
Force,1960,56
CIM,1961,41
Force,1961,68
CIM,1962,42
Force,1962,56
CIM,1963,40
Force,1963,56
CIM,1964,44
Force,1964,57
CIM,1965,41
Force,1965,56
CIM,1966,37
Force,1966,63
CIM,1967,44
Force,1967,55
CIM,1968,42
Force,1968,57
CIM,1969,44
Force,1969,56
CIM,1970,33
Force,1970,58
CIM,1971,41
Force,1971,56
CIM,1972,49
Force,1972,57
CIM,1973,43
Force,1973,56
CIM,1974,44
Force,1974,60
CIM,1975,42
Force,1975,56
CIM,1976,42
Force,1976,69
CIM,1977,42
Force,1977,57
CIM,1978,42
Force,1978,67
CIM,1979,42
Force,1979,57
CIM,1980,43
Force,1980,56
CIM,1981,43
Force,1981,63
CIM,1982,44
Force,1982,58
CIM,1983,41
Force,1983,62
CIM,1984,43
Force,1984,58
CIM,1985,44
Force,1985,57
CIM,1986,44
Force,1986,66
CIM,1987,37
Force,1987,61
CIM,1988,42
Force,1988,57
CIM,1989,43
Force,1989,56
CIM,1990,42
Force,1990,57
CIM,1991,35
Force,1991,68
CIM,1992,44
Force,1992,58
CIM,1993,45
Force,1993,60
CIM,1994,43
Force,1994,60
CIM,1995,42
Force,1995,62
CIM,1996,46
Force,1996,61
CIM,1997,43
Force,1997,59
CIM,1998,44
Force,1998,58
CIM,1999,43
Force,1999,69
CIM,2000,43
Force,2000,58
CIM,2001,49
Force,2001,58
CIM,2002,47
Force,2002,59
CIM,2003,51
Force,2003,67
CIM,2004,44
Force,2004,58
CIM,2005,44
Force,2005,65
CIM,2006,44
Force,2006,61
CIM,2007,44
Force,2007,58
CIM,2008,45
Force,2008,57
CIM,2009,44
Force,2009,58
CIM,2010,44
Force,2010,66
CIM,2011,44
Force,2011,61
CIM,2012,40
Force,2012,62
CIM,2013,45
Force,2013,59
CIM,2014,44
Force,2014,59
CIM,2015,51
Force,2015,59
CIM,2016,36
Force,2016,65
CIM,2017,46
Force,2017,59
CIM,2018,44
Force,2018,59
CIM,2019,44
Force,2019,59
CIM,2020,42
Force,2020,63
CIM,2021,51
Force,2021,60
CIM,2022,45
Force,2022,61
CIM,2023,46
Force,2023,59
CIM,2024,35
Force,2024,71
CIM,2025,46
Force,2025,63
CIM,2026,46
Force,2026,59
CIM,2027,46
Force,2027,59
CIM,2028,35
Force,2028,63
CIM,2029,44
Force,2029,66
CIM,2030,48
Force,2030,63
CIM,2031,45
Force,2031,60
CIM,2032,36
Force,2032,64
CIM,2033,46
Force,2033,61
CIM,2034,53
Force,2034,60
CIM,2035,48
Force,2035,60
CIM,2036,36
Force,2036,63
CIM,2037,45
Force,2037,60
CIM,2038,46
Force,2038,68
CIM,2039,47
Force,2039,60
CIM,2040,39
Force,2040,64
CIM,2041,45
Force,2041,62
CIM,2042,46
Force,2042,60
CIM,2043,46
Force,2043,67
CIM,2044,37
Force,2044,69
CIM,2045,47
Force,2045,61
CIM,2046,48
Force,2046,61
CIM,2047,48
Force,2047,62
CIM,2048,43
Force,2048,65
CIM,2049,50
Force,2049,62
CIM,2050,47
Force,2050,61
CIM,2051,47
Force,2051,62
CIM,2052,36
Force,2052,73
CIM,2053,47
Force,2053,65
CIM,2054,47
Force,2054,62
CIM,2055,47
Force,2055,62
CIM,2056,37
Force,2056,64
CIM,2057,55
Force,2057,62
CIM,2058,50
Force,2058,64
CIM,2059,51
Force,2059,62
CIM,2060,39
Force,2060,64
CIM,2061,47
Force,2061,71
CIM,2062,50
Force,2062,65
CIM,2063,47
Force,2063,63
CIM,2064,41
Force,2064,66
CIM,2065,49
Force,2065,62
CIM,2066,54
Force,2066,62
CIM,2067,54
Force,2067,63
CIM,2068,45
Force,2068,66
CIM,2069,49
Force,2069,62
CIM,2070,50
Force,2070,72
CIM,2071,50
Force,2071,67
CIM,2072,48
Force,2072,61
CIM,2073,48
Force,2073,63
CIM,2074,50
Force,2074,68
CIM,2075,50
Force,2075,73
CIM,2076,50
Force,2076,64
CIM,2077,50
Force,2077,63
CIM,2078,50
Force,2078,63
CIM,2079,51
Force,2079,67
CIM,2080,54
Force,2080,63
CIM,2081,50
Force,2081,63
CIM,2082,49
Force,2082,65
CIM,2083,40
Force,2083,88
CIM,2084,63
Force,2084,66
CIM,2085,50
Force,2085,64
CIM,2086,50
Force,2086,69
CIM,2087,45
Force,2087,100
CIM,2088,58
Force,2088,72
CIM,2089,53
Force,2089,66
CIM,2090,59
Force,2090,75
CIM,2091,56
Force,2091,72
CIM,2092,49
Force,2092,70
CIM,2093,60
Force,2093,82
CIM,2094,62
Force,2094,81
CIM,2095,61
Force,2095,70
CIM,2096,59
Force,2096,82
CIM,2097,60
Force,2097,69
CIM,2098,50
Force,2098,89
CIM,2099,68
Force,2099,72
CIM,2100,61
Force,2100,65
CIM,2101,50
Force,2101,65
CIM,2102,38
Force,2102,76
CIM,2103,56
Force,2103,64
CIM,2104,53
Force,2104,66
CIM,2105,55
Force,2105,68
CIM,2106,52
Force,2106,81
CIM,2107,52
Force,2107,71
CIM,2108,52
Force,2108,67
CIM,2109,55
Force,2109,76
CIM,2110,54
Force,2110,76
CIM,2111,56
Force,2111,66
CIM,2112,53
Force,2112,74
CIM,2113,43
Force,2113,70
CIM,2114,52
Force,2114,71
CIM,2115,53
Force,2115,66
CIM,2116,55
Force,2116,68
CIM,2117,50
Force,2117,81
CIM,2118,53
Force,2118,73
CIM,2119,59
Force,2119,67
CIM,2120,53
Force,2120,75
CIM,2121,51
Force,2121,73
CIM,2122,87
Force,2122,79
CIM,2123,57
Force,2123,79
CIM,2124,50
Force,2124,82
CIM,2125,56
Force,2125,66
CIM,2126,54
Force,2126,78
CIM,2127,58
Force,2127,73
CIM,2128,53
Force,2128,74
CIM,2129,55
Force,2129,69
CIM,2130,63
Force,2130,71
CIM,2131,63
Force,2131,74
CIM,2132,53
Force,2132,67
CIM,2133,53
Force,2133,73
CIM,2134,64
Force,2134,69
CIM,2135,41
Force,2135,72
CIM,2136,55
Force,2136,67
CIM,2137,53
Force,2137,68
CIM,2138,63
Force,2138,67
CIM,2139,52
Force,2139,74
CIM,2140,55
Force,2140,66
CIM,2141,52
Force,2141,66
CIM,2142,64
Force,2142,74
CIM,2143,57
Force,2143,68
CIM,2144,55
Force,2144,68
CIM,2145,57
Force,2145,68
CIM,2146,47
Force,2146,73
CIM,2147,57
Force,2147,69
CIM,2148,54
Force,2148,71
CIM,2149,56
Force,2149,79
CIM,2150,67
Force,2150,69
CIM,2151,56
Force,2151,68
CIM,2152,57
Force,2152,72
CIM,2153,41
Force,2153,73
CIM,2154,63
Force,2154,69
CIM,2155,55
Force,2155,69
CIM,2156,57
Force,2156,73
CIM,2157,56
Force,2157,80
CIM,2158,58
Force,2158,69
CIM,2159,56
Force,2159,68
CIM,2160,47
Force,2160,78
CIM,2161,56
Force,2161,76
CIM,2162,56
Force,2162,70
CIM,2163,56
Force,2163,69
CIM,2164,50
Force,2164,76
CIM,2165,57
Force,2165,77
CIM,2166,58
Force,2166,69
CIM,2167,54
Force,2167,73
CIM,2168,56
Force,2168,70
CIM,2169,57
Force,2169,76
CIM,2170,57
Force,2170,70
CIM,2171,49
Force,2171,74
CIM,2172,60
Force,2172,70
CIM,2173,57
Force,2173,76
CIM,2174,55
Force,2174,75
CIM,2175,56
Force,2175,70
CIM,2176,60
Force,2176,71
CIM,2177,66
Force,2177,70
CIM,2178,48
Force,2178,76
CIM,2179,57
Force,2179,71
CIM,2180,60
Force,2180,70
CIM,2181,61
Force,2181,76
CIM,2182,58
Force,2182,70
CIM,2183,58
Force,2183,74
CIM,2184,56
Force,2184,71
CIM,2185,51
Force,2185,76
CIM,2186,62
Force,2186,71
CIM,2187,59
Force,2187,74
CIM,2188,51
Force,2188,81
CIM,2189,59
Force,2189,71
CIM,2190,60
Force,2190,72
CIM,2191,58
Force,2191,73
CIM,2192,56
Force,2192,81
CIM,2193,59
Force,2193,71
CIM,2194,60
Force,2194,71
CIM,2195,50
Force,2195,75
CIM,2196,64
Force,2196,73
CIM,2197,59
Force,2197,72
CIM,2198,59
Force,2198,85
CIM,2199,61
Force,2199,72
CIM,2200,66
Force,2200,72
CIM,2201,59
Force,2201,77
CIM,2202,45
Force,2202,79
CIM,2203,61
Force,2203,79
CIM,2204,59
Force,2204,72
CIM,2205,60
Force,2205,79
CIM,2206,65
Force,2206,75
CIM,2207,68
Force,2207,73
CIM,2208,61
Force,2208,72
CIM,2209,53
Force,2209,76
CIM,2210,63
Force,2210,73
CIM,2211,66
Force,2211,74
CIM,2212,46
Force,2212,77
CIM,2213,61
Force,2213,77
CIM,2214,60
Force,2214,80
CIM,2215,64
Force,2215,81
CIM,2216,61
Force,2216,74
CIM,2217,66
Force,2217,75
CIM,2218,69
Force,2218,75
CIM,2219,49
Force,2219,78
CIM,2220,60
Force,2220,76
CIM,2221,61
Force,2221,74
CIM,2222,57
Force,2222,79
CIM,2223,66
Force,2223,74
CIM,2224,61
Force,2224,78
CIM,2225,62
Force,2225,95
CIM,2226,61
Force,2226,73
CIM,2227,62
Force,2227,75
CIM,2228,64
Force,2228,75
CIM,2229,56
Force,2229,77
CIM,2230,62
Force,2230,74
CIM,2231,65
Force,2231,76
CIM,2232,50
Force,2232,86
CIM,2233,71
Force,2233,75
CIM,2234,63
Force,2234,76
CIM,2235,66
Force,2235,87
CIM,2236,69
Force,2236,74
CIM,2237,64
Force,2237,75
CIM,2238,63
Force,2238,78
CIM,2239,56
Force,2239,87
CIM,2240,62
Force,2240,76
CIM,2241,66
Force,2241,75
CIM,2242,50
Force,2242,82
CIM,2243,69
Force,2243,77
CIM,2244,61
Force,2244,77
CIM,2245,64
Force,2245,84
CIM,2246,62
Force,2246,83
CIM,2247,66
Force,2247,75
CIM,2248,64
Force,2248,77
CIM,2249,66
Force,2249,82
CIM,2250,72
Force,2250,77
CIM,2251,62
Force,2251,77
CIM,2252,47
Force,2252,84
CIM,2253,66
Force,2253,82
CIM,2254,63
Force,2254,79
CIM,2255,56
Force,2255,82
CIM,2256,66
Force,2256,77
CIM,2257,72
Force,2257,78
CIM,2258,68
Force,2258,89
CIM,2259,66
Force,2259,81
CIM,2260,63
Force,2260,84
CIM,2261,62
Force,2261,77
CIM,2262,59
Force,2262,82
CIM,2263,66
Force,2263,78
CIM,2264,72
Force,2264,78
CIM,2265,48
Force,2265,82
CIM,2266,65
Force,2266,81
CIM,2267,64
Force,2267,85
CIM,2268,58
Force,2268,82
CIM,2269,66
Force,2269,77
CIM,2270,69
Force,2270,78
CIM,2271,72
Force,2271,90
CIM,2272,66
Force,2272,78
CIM,2273,65
Force,2273,81
CIM,2274,74
Force,2274,81
CIM,2275,70
Force,2275,82
CIM,2276,65
Force,2276,83
CIM,2277,68
Force,2277,85
CIM,2278,52
Force,2278,82
CIM,2279,67
Force,2279,80
CIM,2280,72
Force,2280,78
CIM,2281,53
Force,2281,84
CIM,2282,66
Force,2282,79
CIM,2283,68
Force,2283,85
CIM,2284,58
Force,2284,92
CIM,2285,66
Force,2285,86
CIM,2286,69
Force,2286,82
CIM,2287,69
Force,2287,124
CIM,2288,73
Force,2288,80
CIM,2289,66
Force,2289,85
CIM,2290,102
Force,2290,124
CIM,2291,71
Force,2291,106
CIM,2292,130
Force,2292,85
CIM,2293,78
Force,2293,83
CIM,2294,251
Force,2294,305
CIM,2295,100
Force,2295,128
CIM,2296,114
Force,2296,95
CIM,2297,58
Force,2297,95
CIM,2298,92
Force,2298,81
CIM,2299,77
Force,2299,102
CIM,2300,61
Force,2300,105
CIM,2301,78
Force,2301,80
CIM,2302,82
Force,2302,100
CIM,2303,58
Force,2303,86
CIM,2304,70
Force,2304,97
CIM,2305,89
Force,2305,82
CIM,2306,60
Force,2306,87
CIM,2307,71
Force,2307,80
CIM,2308,90
Force,2308,84
CIM,2309,66
Force,2309,92
CIM,2310,85
Force,2310,97
CIM,2311,96
Force,2311,106
CIM,2312,112
Force,2312,102
CIM,2313,67
Force,2313,89
CIM,2314,76
Force,2314,93
CIM,2315,93
Force,2315,96
CIM,2316,73
Force,2316,91
CIM,2317,70
Force,2317,82
CIM,2318,77
Force,2318,93
CIM,2319,72
Force,2319,92
CIM,2320,71
Force,2320,81
CIM,2321,76
Force,2321,93
CIM,2322,71
Force,2322,89
CIM,2323,70
Force,2323,81
CIM,2324,78
Force,2324,92
CIM,2325,70
Force,2325,86
CIM,2326,72
Force,2326,87
CIM,2327,72
Force,2327,95
CIM,2328,95
Force,2328,96
CIM,2329,74
Force,2329,83
CIM,2330,73
Force,2330,85
CIM,2331,55
Force,2331,88
CIM,2332,78
Force,2332,83
CIM,2333,72
Force,2333,81
CIM,2334,71
Force,2334,83
CIM,2335,61
Force,2335,93
CIM,2336,70
Force,2336,86
CIM,2337,72
Force,2337,83
CIM,2338,72
Force,2338,100
CIM,2339,71
Force,2339,84
CIM,2340,73
Force,2340,83
CIM,2341,74
Force,2341,93
CIM,2342,54
Force,2342,89
CIM,2343,72
Force,2343,85
CIM,2344,72
Force,2344,91
CIM,2345,72
Force,2345,84
CIM,2346,64
Force,2346,90
CIM,2347,76
Force,2347,91
CIM,2348,77
Force,2348,83
CIM,2349,88
Force,2349,92
CIM,2350,73
Force,2350,92
CIM,2351,77
Force,2351,87
CIM,2352,74
Force,2352,85
CIM,2353,54
Force,2353,92
CIM,2354,82
Force,2354,85
CIM,2355,75
Force,2355,86
CIM,2356,74
Force,2356,85
CIM,2357,82
Force,2357,94
CIM,2358,76
Force,2358,84
CIM,2359,75
Force,2359,86
CIM,2360,71
Force,2360,94
CIM,2361,77
Force,2361,85
CIM,2362,75
Force,2362,85
CIM,2363,82
Force,2363,90
CIM,2364,57
Force,2364,91
CIM,2365,75
Force,2365,85
CIM,2366,81
Force,2366,89
CIM,2367,77
Force,2367,96
CIM,2368,74
Force,2368,86
CIM,2369,83
Force,2369,91
CIM,2370,78
Force,2370,86
CIM,2371,56
Force,2371,93
CIM,2372,81
Force,2372,90
CIM,2373,74
Force,2373,86
CIM,2374,75
Force,2374,98
CIM,2375,82
Force,2375,90
CIM,2376,76
Force,2376,86
CIM,2377,78
Force,2377,85
CIM,2378,55
Force,2378,101
CIM,2379,76
Force,2379,90
CIM,2380,74
Force,2380,86
CIM,2381,83
Force,2381,106
CIM,2382,81
Force,2382,87
CIM,2383,77
Force,2383,85
CIM,2384,84
Force,2384,89
CIM,2385,54
Force,2385,94
CIM,2386,77
Force,2386,90
CIM,2387,84
Force,2387,91
CIM,2388,77
Force,2388,101
CIM,2389,79
Force,2389,87
CIM,2390,84
Force,2390,90
CIM,2391,81
Force,2391,89
CIM,2392,56
Force,2392,94
CIM,2393,83
Force,2393,92
CIM,2394,77
Force,2394,88
CIM,2395,78
Force,2395,102
CIM,2396,84
Force,2396,89
CIM,2397,78
Force,2397,88
CIM,2398,77
Force,2398,87
CIM,2399,64
Force,2399,98
CIM,2400,78
Force,2400,89
CIM,2401,78
Force,2401,88
CIM,2402,89
Force,2402,99
CIM,2403,78
Force,2403,90
CIM,2404,81
Force,2404,88
CIM,2405,92
Force,2405,89
CIM,2406,63
Force,2406,95
CIM,2407,79
Force,2407,91
CIM,2408,86
Force,2408,88
CIM,2409,77
Force,2409,95
CIM,2410,79
Force,2410,95
CIM,2411,87
Force,2411,91
CIM,2412,80
Force,2412,88
CIM,2413,68
Force,2413,103
CIM,2414,86
Force,2414,90
CIM,2415,80
Force,2415,89
CIM,2416,67
Force,2416,102
CIM,2417,84
Force,2417,88
CIM,2418,79
Force,2418,90
CIM,2419,80
Force,2419,99
CIM,2420,76
Force,2420,96
CIM,2421,83
Force,2421,90
CIM,2422,87
Force,2422,98
CIM,2423,62
Force,2423,95
CIM,2424,82
Force,2424,90
CIM,2425,89
Force,2425,94
CIM,2426,84
Force,2426,106
CIM,2427,80
Force,2427,89
CIM,2428,89
Force,2428,91
CIM,2429,80
Force,2429,91
CIM,2430,62
Force,2430,100
CIM,2431,90
Force,2431,91
CIM,2432,82
Force,2432,90
CIM,2433,74
Force,2433,107
CIM,2434,87
Force,2434,92
CIM,2435,84
Force,2435,92
CIM,2436,84
Force,2436,102
CIM,2437,78
Force,2437,101
CIM,2438,83
Force,2438,93
CIM,2439,91
Force,2439,96
CIM,2440,61
Force,2440,99
CIM,2441,83
Force,2441,91
CIM,2442,92
Force,2442,95
CIM,2443,89
Force,2443,101
CIM,2444,85
Force,2444,99
CIM,2445,86
Force,2445,92
CIM,2446,83
Force,2446,93
CIM,2447,72
Force,2447,106
CIM,2448,88
Force,2448,99
CIM,2449,84
Force,2449,92
CIM,2450,63
Force,2450,108
CIM,2451,83
Force,2451,92
CIM,2452,85
Force,2452,92
CIM,2453,91
Force,2453,112
CIM,2454,84
Force,2454,92
CIM,2455,85
Force,2455,93
CIM,2456,96
Force,2456,93
CIM,2457,74
Force,2457,98
CIM,2458,83
Force,2458,100
CIM,2459,91
Force,2459,95
CIM,2460,63
Force,2460,100
CIM,2461,87
Force,2461,101
CIM,2462,86
Force,2462,93
CIM,2463,86
Force,2463,102
CIM,2464,93
Force,2464,97
CIM,2465,90
Force,2465,96
CIM,2466,89
Force,2466,102
CIM,2467,88
Force,2467,108
CIM,2468,88
Force,2468,95
CIM,2469,89
Force,2469,104
CIM,2470,62
Force,2470,102
CIM,2471,87
Force,2471,94
CIM,2472,92
Force,2472,98
CIM,2473,74
Force,2473,101
CIM,2474,85
Force,2474,93
CIM,2475,93
Force,2475,95
CIM,2476,88
Force,2476,106
CIM,2477,87
Force,2477,101
CIM,2478,91
Force,2478,94
CIM,2479,88
Force,2479,95
CIM,2480,76
Force,2480,112
CIM,2481,86
Force,2481,95
CIM,2482,91
Force,2482,96
CIM,2483,67
Force,2483,107
CIM,2484,89
Force,2484,97
CIM,2485,89
Force,2485,102
CIM,2486,81
Force,2486,105
CIM,2487,97
Force,2487,96
CIM,2488,87
Force,2488,104
CIM,2489,86
Force,2489,107
CIM,2490,88
Force,2490,97
CIM,2491,95
Force,2491,97
CIM,2492,92
Force,2492,97
CIM,2493,79
Force,2493,111
CIM,2494,93
Force,2494,99
CIM,2495,92
Force,2495,98
CIM,2496,66
Force,2496,112
CIM,2497,90
Force,2497,96
CIM,2498,92
Force,2498,97
CIM,2499,78
Force,2499,107
CIM,2500,91
Force,2500,98
CIM,2501,95
Force,2501,105
CIM,2502,93
Force,2502,107
CIM,2503,92
Force,2503,98
CIM,2504,100
Force,2504,102
CIM,2505,93
Force,2505,111
CIM,2506,94
Force,2506,106
CIM,2507,96
Force,2507,100
CIM,2508,93
Force,2508,99
CIM,2509,92
Force,2509,110
CIM,2510,93
Force,2510,99
CIM,2511,91
Force,2511,105
CIM,2512,70
Force,2512,107
CIM,2513,94
Force,2513,99
CIM,2514,95
Force,2514,107
CIM,2515,68
Force,2515,107
CIM,2516,94
Force,2516,99
CIM,2517,101
Force,2517,101
CIM,2518,84
Force,2518,108
CIM,2519,96
Force,2519,108
CIM,2520,99
Force,2520,100
CIM,2521,97
Force,2521,109
CIM,2522,101
Force,2522,101
CIM,2523,95
Force,2523,101
CIM,2524,94
Force,2524,120
CIM,2525,96
Force,2525,100
CIM,2526,95
Force,2526,100
CIM,2527,103
Force,2527,100
CIM,2528,94
Force,2528,106
CIM,2529,98
Force,2529,111
CIM,2530,95
Force,2530,100
CIM,2531,76
Force,2531,108
CIM,2532,101
Force,2532,101
CIM,2533,97
Force,2533,100
CIM,2534,67
Force,2534,116
CIM,2535,98
Force,2535,101
CIM,2536,98
Force,2536,101
CIM,2537,72
Force,2537,112
CIM,2538,95
Force,2538,102
CIM,2539,96
Force,2539,110
CIM,2540,76
Force,2540,110
CIM,2541,98
Force,2541,102
CIM,2542,106
Force,2542,109
CIM,2543,87
Force,2543,110
CIM,2544,99
Force,2544,109
CIM,2545,103
Force,2545,104
CIM,2546,94
Force,2546,111
CIM,2547,103
Force,2547,107
CIM,2548,97
Force,2548,101
CIM,2549,105
Force,2549,122
CIM,2550,98
Force,2550,103
CIM,2551,98
Force,2551,110
CIM,2552,107
Force,2552,122
CIM,2553,100
Force,2553,102
CIM,2554,106
Force,2554,108
CIM,2555,96
Force,2555,113
CIM,2556,101
Force,2556,110
CIM,2557,101
Force,2557,104
CIM,2558,98
Force,2558,114
CIM,2559,107
Force,2559,105
CIM,2560,101
Force,2560,104
CIM,2561,105
Force,2561,119
CIM,2562,98
Force,2562,107
CIM,2563,99
Force,2563,111
CIM,2564,103
Force,2564,118
CIM,2565,98
Force,2565,104
CIM,2566,108
Force,2566,107
CIM,2567,115
Force,2567,116
CIM,2568,106
Force,2568,110
CIM,2569,106
Force,2569,105
CIM,2570,100
Force,2570,122
CIM,2571,101
Force,2571,104
CIM,2572,101
Force,2572,104
CIM,2573,108
Force,2573,135
CIM,2574,101
Force,2574,104
CIM,2575,105
Force,2575,109
CIM,2576,101
Force,2576,118
CIM,2577,101
Force,2577,111
CIM,2578,101
Force,2578,106
CIM,2579,103
Force,2579,129
CIM,2580,105
Force,2580,107
CIM,2581,100
Force,2581,106
CIM,2582,108
Force,2582,123
CIM,2583,101
Force,2583,106
CIM,2584,106
Force,2584,115
CIM,2585,107
Force,2585,111
CIM,2586,102
